sub_id,lat,lon,zone_id,max_kv,min_kv,external,load_mw,state,name,name_source
2561,41.0308,-73.5955,6,500.0,500.0,True,0.0,,Cos Cob,hifld_nearest
2597,40.9484,-73.995,7,161.0,161.0,False,22.84,New York,Lee Vining,hifld_pool
2601,40.7977,-73.9932,7,161.0,161.0,False,22.84,New York,San Felipe,hifld_pool
2604,40.9264,-73.8956,7,161.0,161.0,True,142.35,New York,Dunwoodie,hifld_nearest
2619,40.9001,-73.962,7,161.0,161.0,False,32.56,New York,Hughes,hifld_pool
2620,40.7989,-74.0018,7,161.0,161.0,False,25.17,New York,Grand Island,hifld_pool
2621,40.8535,-73.9809,7,161.0,161.0,False,52.2,New York,June St,hifld_pool
2622,40.8418,-73.978,7,161.0,161.0,False,35.81,New York,North Side,hifld_pool
2625,40.8704,-73.946,7,161.0,1.0,False,21.93,New York,Diamond Island Plant,hifld_pool
2631,40.8173,-73.9877,7,161.0,161.0,False,60.21,New York,Widows Creek,hifld_pool
2634,40.8393,-74.0046,7,161.0,161.0,False,23.69,New York,Hvdc B2B Station Hudson,hifld_nearest
2635,40.8821,-73.9661,7,161.0,161.0,False,49.35,New York,Wells River,hifld_pool
2648,40.8838,-73.9346,7,161.0,161.0,False,49.1,New York,Grant,hifld_pool
2650,40.8833,-73.9548,7,161.0,138.0,False,46.16,New York,Gastonia Prime Power Park,hifld_pool
2653,40.7579,-74.0083,7,161.0,161.0,True,0.0,New York,West 49Th Street,hifld_nearest
2654,40.8321,-73.9489,7,161.0,161.0,True,174.05,New York,Harlingen Switching,hifld_pool
2722,40.8102,-73.9961,7,161.0,161.0,False,22.09,New York,Reduction,hifld_pool
2729,40.6905,-73.9962,7,161.0,161.0,True,0.0,New York,Plymouth,hifld_nearest
2734,40.7274,-74.0531,7,161.0,161.0,False,14.0,New York,Kingsley Lake,hifld_pool
2755,40.7046,-74.0442,7,161.0,161.0,False,39.05,New York,Allen Combined Cycle Plant,hifld_pool
2756,40.7389,-74.0469,7,161.0,161.0,False,38.46,New York,Newport,hifld_nearest
2768,40.7352,-74.0352,7,161.0,161.0,False,50.84,New York,Upper Malad,hifld_pool
2769,40.7485,-74.0423,7,161.0,161.0,False,21.06,New York,Chickasaw,hifld_pool
2773,40.6804,-74.0738,7,161.0,161.0,False,43.13,New York,Bonita,hifld_pool
2774,40.6876,-74.0406,7,161.0,161.0,False,111.74,New York,Stewart,hifld_pool
2775,40.7365,-74.131,7,161.0,161.0,False,27.89,New York,Plank Road,hifld_nearest
2796,40.6577,-74.0918,7,161.0,161.0,False,23.13,New York,Atwater,hifld_pool
2797,40.6653,-74.0675,7,161.0,1.0,False,48.77,New York,Progress,hifld_pool
2921,40.8313,-73.9631,7,161.0,1.0,False,17.6,New York,Belfort,hifld_pool
