date,project_id,branch,fid,old_rating,new_rating
2011-01-01,BASELINE,1,L:2597:3442:161,290.43,296.7168284518432
2011-01-01,BASELINE,77,L:2797:5454:138,254.49,313.68632126124135
2011-01-01,BASELINE,136,L:3150:3541:161,319.57,368.1236935952015
2011-01-01,BASELINE,137,L:3150:3541:161,319.57,369.8006519619716
2011-01-01,BASELINE,155,X:3350:161:138,84.37,100.27882167882737
2011-01-01,BASELINE,173,L:3442:3448:161,323.77,431.70932683586454
2011-01-01,BASELINE,174,L:3442:3448:161,323.77,460.87637212046354
2011-01-01,BASELINE,401,L:5175:5195:138,265.39,300.7478302743861
2011-01-01,BASELINE,453,L:5200:5961:138,276.01,297.277176268451
2011-01-01,BASELINE,454,L:5200:5961:138,276.01,279.9415852277967
2011-01-01,BASELINE,660,L:5293:6002:138,252.36,260.3985119721453
2011-01-01,BASELINE,787,L:5362:5385:138,283.68,360.25687486798194
2011-01-01,BASELINE,788,L:5362:5385:138,283.68,366.55043612896105
2011-01-01,BASELINE,789,L:5362:5444:138,273.47,285.80242331975643
2011-01-01,BASELINE,790,L:5362:5444:138,273.47,278.91659537889564
2011-01-01,BASELINE,791,L:5363:5382:138,257.28,300.4659364604168
2011-01-01,BASELINE,802,L:5367:5865:138,264.54,339.81234543101476
2011-01-01,BASELINE,815,L:5369:5862:138,251.81,335.85635413821507
2011-01-01,BASELINE,825,L:5372:5374:138,273.97,306.40661003920326
2011-01-01,BASELINE,826,L:5372:5374:138,273.97,280.78653468776287
2011-01-01,BASELINE,833,L:5375:5389:138,274.89,314.02914970939946
2011-01-01,BASELINE,834,L:5375:5389:138,274.89,296.1316201772693
2011-01-01,BASELINE,840,L:5377:5403:138,264.29,267.588002686956
2011-01-01,BASELINE,842,L:5379:5775:138,227.38,247.23899977560228
2011-01-01,BASELINE,844,L:5380:5385:138,270.68,304.5234476314482
2011-01-01,BASELINE,845,L:5380:5385:138,270.68,299.81824778837284
2011-01-01,BASELINE,846,L:5380:5402:138,247.85,299.4270539299582
2011-01-01,BASELINE,847,L:5380:5468:138,264.72,316.5941266478368
2011-01-01,BASELINE,850,L:5382:5860:138,263.38,293.4427289999992
2011-01-01,BASELINE,852,L:5383:5446:138,280.46,318.8857323459665
2011-01-01,BASELINE,853,L:5383:5446:138,280.46,327.265781911938
2011-01-01,BASELINE,871,L:5393:5861:138,196.84,222.4980550476012
2011-01-01,BASELINE,872,L:5393:5862:138,234.28,250.36995612251286
2011-01-01,BASELINE,893,L:5402:5934:138,258.51,312.81044541949234
2011-01-01,BASELINE,912,L:5412:5981:138,263.52,316.15301022290686
2011-01-01,BASELINE,913,L:5412:5981:138,263.52,291.85113139585627
2011-01-01,BASELINE,945,L:5428:6931:138,257.98,261.3515383145196
2011-01-01,BASELINE,947,L:5429:5440:138,243.8,261.8052618076517
2011-01-01,BASELINE,948,L:5429:5934:138,229.42,259.4649868271317
2011-01-01,BASELINE,951,L:5430:5452:138,265.14,274.8405938101191
2011-01-01,BASELINE,957,L:5440:6001:138,280.76,362.6365226699248
2011-01-01,BASELINE,958,L:5440:6001:138,280.76,325.8698305338173
2011-01-01,BASELINE,971,L:5448:5473:138,260.24,319.2442017550965
2011-01-01,BASELINE,979,L:5452:5910:138,286.6,358.1861832520047
2011-01-01,BASELINE,980,L:5452:5910:138,286.6,372.80890779275154
2011-01-01,BASELINE,982,L:5454:5939:138,263.44,296.90715362891115
2011-01-01,BASELINE,989,L:5457:5994:138,273.88,305.3390857670563
2011-01-01,BASELINE,1651,L:5778:5961:138,276.68,279.94269756549875
2011-01-01,BASELINE,1652,L:5778:5961:138,276.68,283.56574080786163
2011-01-01,BASELINE,1688,L:5802:5806:138,230.49,327.30616408034194
2011-01-01,BASELINE,1689,L:5802:5912:138,223.55,306.26632694719325
2011-01-01,BASELINE,1694,L:5804:5805:138,237.68,297.0332242550867
2011-01-01,BASELINE,1695,L:5804:5921:138,240.31,306.99984825508193
2011-01-01,BASELINE,1696,L:5805:5806:138,234.36,288.16172325508745
2011-01-01,BASELINE,1761,L:5833:5844:138,229.84,300.5096516240389
2011-01-01,BASELINE,1762,L:5833:5846:138,222.82,279.4543323076281
2011-01-01,BASELINE,1768,L:5836:5846:138,208.57,287.1596471547248
2011-01-01,BASELINE,1807,L:5855:5868:138,272.94,282.30789782081416
2011-01-01,BASELINE,1808,L:5855:5868:138,272.94,310.37681022887
2011-01-01,BASELINE,1815,L:5864:6000:138,244.34,490.2169451756911
2011-01-01,BASELINE,1817,L:5865:5968:138,296.3,440.72194002567227
2011-01-01,BASELINE,1818,L:5865:5968:138,296.3,455.89258628204686
2011-01-01,BASELINE,1820,L:5868:6000:138,275.75,344.57834485611716
