label,timestamp,original,status,bytes,n_tables,rows_per_table,active_tab,xml,columns,file,sha256
construct_status,20150908233314,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,620530,1,807,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20150908233314.json.gz,1afafb2db593c5da
construct_status,20150910214335,http://www.pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,621952,1,807,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20150910214335.json.gz,63ec4f2be350605c
construct_status,20151026063831,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,655974,1,861,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20151026063831.json.gz,5afa3e3a36c12dea
construct_status,20151127020616,http://www.pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,664033,1,869,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20151127020616.json.gz,21b283167475e6f8
construct_status,20160325142005,http://pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,663532,1,795,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160325142005.json.gz,de807f1cbb30a0f3
construct_status,20160415205524,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,647472,1,775,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160415205524.json.gz,e9aecbf764f957ea
construct_status,20160416142828,http://www.pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,648894,1,775,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160416142828.json.gz,0bb433bb7cab5b34
construct_status,20160514221640,http://www.pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,608692,1,728,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160514221640.json.gz,ecba58e4c01ebb90
construct_status,20160516221007,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,607270,1,728,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160516221007.json.gz,cebf92d3cc1dcff3
construct_status,20160617025617,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,598039,1,715,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160617025617.json.gz,9a6e34bf03a6908f
construct_status,20160718204347,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,563932,1,670,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160718204347.json.gz,9d54ad4915aee9d0
construct_status,20160810160924,http://www.pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,572697,1,680,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160810160924.json.gz,4c38d762db9522ca
construct_status,20160823061003,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,528752,1,615,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160823061003.json.gz,b26eb47d2c0b62bf
construct_status,20160923163817,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,545455,1,630,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160923163817.json.gz,00deaa72d768162a
construct_status,20160925080929,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,545469,1,630,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20160925080929.json.gz,e85d777814a5aa25
construct_status,20161222201623,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,560532,1,635,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20161222201623.json.gz,a0cdce913433e168
construct_status,20170310145454,http://www.pjm.com:80/planning/rtep-upgrades-status/construct-status.aspx,ok,544248,1,617,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20170310145454.json.gz,37f8898fd5fe69d8
construct_status,20170324093723,http://pjm.com/planning/rtep-upgrades-status/construct-status.aspx,ok,556800,1,634,,"

",Upgrade ID|PJM Required<br/>Date|To Projected<br/>Date|Description|Trans Owner|Driver|Status|St|Cpte<br/>%|Cost<br/>Estimate</br>(million),construct_status_20170324093723.json.gz,6d4c5c915df3150c
